5801012620046,2015,1,010123101,B+
5801012620046,2015,1,010123102,A
5801012620046,2015,1,040203111,B+
5801012620046,2015,1,040313005,A
5801012620046,2015,1,040313006,A
5801012620046,2015,1,080103001,A
5801012620046,2015,1,080203901,B+
5801012620046,2015,1,080303505,A
5801012620046,2015,2,010113010,B+
5801012620046,2015,2,010113011,A
5801012620046,2015,2,010123103,A
5801012620046,2015,2,040203112,B+
5801012620046,2015,2,040313007,B+
5801012620046,2015,2,040313008,A
5801012620046,2015,2,080103002,A
5801012620046,2015,2,080303501,B+
5801012620046,2016,1,010123104,C+
5801012620046,2016,1,010123105,B
5801012620046,2016,1,010123106,B+
5801012620046,2016,1,010123107,A
5801012620046,2016,1,010123108,B
5801012620046,2016,1,010123109,A
5801012620046,2016,1,040313016,A
5801012620046,2016,2,010123110,A
5801012620046,2016,2,010123111,B
5801012620046,2016,2,010123112,B+
5801012620046,2016,2,010123113,C
5801012620046,2016,2,010123114,D+
5801012620046,2016,2,040203100,B+
5801012620046,2017,1,010123115,A
5801012620046,2017,1,010123116,A
5801012620046,2017,1,010123117,B
5801012620046,2017,1,010123118,A
5801012620046,2017,1,010123119,A
5801012620046,2017,1,080103016,B+
5801012620046,2017,1,040313017,A